"","precinct","AlexanderHernandez","AlexanderHernandez_AbsenteebyMail","AlexanderHernandez_AdvanceinPerson","AlexanderHernandez_ElectionDay","AlexanderHernandez_Provisional","AmyKremer","AmyKremer_AbsenteebyMail","AmyKremer_AdvanceinPerson","AmyKremer_ElectionDay","AmyKremer_Provisional","AndrePollard","AndrePollard_AbsenteebyMail","AndrePollard_AdvanceinPerson","AndrePollard_ElectionDay","AndrePollard_Provisional","BobGray","BobGray_AbsenteebyMail","BobGray_AdvanceinPerson","BobGray_ElectionDay","BobGray_Provisional","BruceLevell","BruceLevell_AbsenteebyMail","BruceLevell_AdvanceinPerson","BruceLevell_ElectionDay","BruceLevell_Provisional","DEM","DEM_AbsenteebyMail","DEM_AdvanceinPerson","DEM_ElectionDay","DEM_Provisional","DanMoody","DanMoody_AbsenteebyMail","DanMoody_AdvanceinPerson","DanMoody_ElectionDay","DanMoody_Provisional","DavidAbroms","DavidAbroms_AbsenteebyMail","DavidAbroms_AdvanceinPerson","DavidAbroms_ElectionDay","DavidAbroms_Provisional","IND","IND_AbsenteebyMail","IND_AdvanceinPerson","IND_ElectionDay","IND_Provisional","JonOssoff","JonOssoff_AbsenteebyMail","JonOssoff_AdvanceinPerson","JonOssoff_ElectionDay","JonOssoff_Provisional","JudsonHill","JudsonHill_AbsenteebyMail","JudsonHill_AdvanceinPerson","JudsonHill_ElectionDay","JudsonHill_Provisional","KarenHandel","KarenHandel_AbsenteebyMail","KarenHandel_AdvanceinPerson","KarenHandel_ElectionDay","KarenHandel_Provisional","KeithGrawert","KeithGrawert_AbsenteebyMail","KeithGrawert_AdvanceinPerson","KeithGrawert_ElectionDay","KeithGrawert_Provisional","KurtWilson","KurtWilson_AbsenteebyMail","KurtWilson_AdvanceinPerson","KurtWilson_ElectionDay","KurtWilson_Provisional","MohammadAliBhuiyan","MohammadAliBhuiyan_AbsenteebyMail","MohammadAliBhuiyan_AdvanceinPerson","MohammadAliBhuiyan_ElectionDay","MohammadAliBhuiyan_Provisional","REP","REP_AbsenteebyMail","REP_AdvanceinPerson","REP_ElectionDay","REP_Provisional","RaginEdwards","RaginEdwards_AbsenteebyMail","RaginEdwards_AdvanceinPerson","RaginEdwards_ElectionDay","RaginEdwards_Provisional","RebeccaQuigg","RebeccaQuigg_AbsenteebyMail","RebeccaQuigg_AdvanceinPerson","RebeccaQuigg_ElectionDay","RebeccaQuigg_Provisional","RichardKeatley","RichardKeatley_AbsenteebyMail","RichardKeatley_AdvanceinPerson","RichardKeatley_ElectionDay","RichardKeatley_Provisional","RonSlotin","RonSlotin_AbsenteebyMail","RonSlotin_AdvanceinPerson","RonSlotin_ElectionDay","RonSlotin_Provisional","WilliamLlop","WilliamLlop_AbsenteebyMail","WilliamLlop_AdvanceinPerson","WilliamLlop_ElectionDay","WilliamLlop_Provisional","ballotsCast","totalVoters","COUNTY","PRECINCTS","IDRV","DRV","BC_TV","IDRV_BC","IDRV_TV","DRV_BC","DRV_TV","DEM_IDRV","DEM_DRV","DEM_BC","DEM_TV","REP_IDRV","REP_DRV","REP_BC","REP_TV","DPW","RPW","IPW"
"71","HAWTHORNE ELEM",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,61,2,1,57,1,2,0,0,2,0,953,57,182,713,1,71,4,10,55,2,12,2,2,7,1,0,0,0,0,0,949,57,181,710,1,55,0,4,51,0,178,5,11,162,0,5,0,2,3,0,2,0,1,1,0,1,0,0,1,0,389,13,31,341,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,0,1342,3363,"DeKalb",1,1342,1342,39.90484686292,100,39.90484686292,100,39.90484686292,71.0134128166915,71.0134128166915,71.0134128166915,28.337793636634,28.9865871833085,28.9865871833085,28.9865871833085,11.5670532262861,0,0,0
"72","HENDERSON MILL ELEM",1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,88,0,1,87,0,2,0,0,2,0,850,66,186,598,0,79,4,4,71,0,10,0,0,10,0,1,0,0,1,0,838,66,182,590,0,56,0,3,53,0,199,8,13,178,0,1,0,0,1,0,2,0,0,2,0,1,0,1,0,0,443,12,23,408,0,3,0,0,3,0,1,0,0,1,0,3,0,2,1,0,5,0,2,3,0,3,0,1,2,0,1295,2718,"DeKalb",1,1294,1293,47.6453274466519,99.9227799227799,47.6085356880059,99.8455598455598,47.5717439293598,65.6877897990726,65.738592420727,65.6370656370656,31.2729948491538,34.2349304482226,34.261407579273,34.2084942084942,16.298749080206,0,0,0
"73","HUNTLEY HILLS ELEM",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54,0,6,48,0,3,0,0,3,0,752,38,220,494,0,86,7,21,58,0,3,0,0,3,0,1,0,0,1,0,738,38,217,483,0,34,0,6,28,0,107,2,16,89,0,3,0,0,3,0,2,0,0,2,0,8,0,3,5,0,305,9,53,243,0,3,0,1,2,0,6,0,1,5,0,3,0,0,3,0,2,0,1,1,0,5,0,1,4,0,1058,2771,"DeKalb",1,1058,1057,38.1811620353663,100,38.1811620353663,99.9054820415879,38.1450739805124,71.0775047258979,71.1447492904447,71.0775047258979,27.1382172500902,28.82797731569,28.8552507095553,28.82797731569,11.0068567304222,0,0,0
"74","KINGSLEY ELEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,35,127,0,8,0,2,6,0,522,49,234,237,2,238,7,76,155,0,13,2,3,8,0,0,0,0,0,0,501,46,226,227,2,61,0,11,50,0,294,6,48,240,0,16,3,4,9,0,5,1,4,0,0,3,0,0,3,0,805,20,183,602,0,4,0,0,4,0,1,0,1,0,0,0,0,0,0,0,16,3,7,6,0,5,1,0,4,0,1327,2259,"DeKalb",1,1327,1327,58.7428065515715,100,58.7428065515715,100,58.7428065515715,39.336850037679,39.336850037679,39.336850037679,23.1075697211155,60.663149962321,60.663149962321,60.663149962321,35.635236830456,0,0,0
"75","KITTREDGE ELEM",1,0,0,1,0,3,0,2,1,0,0,0,0,0,0,73,2,12,59,0,2,0,0,2,0,611,60,229,322,0,101,8,11,81,1,6,0,2,4,0,1,0,0,1,0,603,59,227,317,0,57,0,7,49,1,194,10,31,153,0,2,0,1,1,0,3,0,0,3,0,3,0,0,3,0,448,21,66,359,2,0,0,0,0,0,3,0,1,2,0,1,0,0,1,0,4,1,1,2,0,4,1,0,3,0,1061,1932,"DeKalb",1,1060,1059,54.9171842650103,99.9057492931197,54.8654244306418,99.8114985862394,54.8136645962733,57.6415094339623,57.695939565628,57.5871819038643,31.6252587991718,42.2641509433962,42.304060434372,42.2243166823751,23.1884057971014,0,0,0
"76","LAKESIDE HIGH",0,0,0,0,0,3,0,0,3,0,2,1,0,1,0,66,2,7,57,0,0,0,0,0,0,1043,111,183,749,0,121,17,16,88,0,6,0,1,5,0,2,1,0,1,0,1039,111,182,746,0,140,2,8,130,0,253,5,34,214,0,3,0,0,3,0,2,0,0,2,0,1,0,0,1,0,597,26,66,505,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,0,0,2,0,1643,2850,"DeKalb",1,1642,1640,57.6491228070175,99.9391357273281,57.6140350877193,99.8174071819842,57.5438596491228,63.5200974421437,63.5975609756098,63.4814363968351,36.5964912280702,36.3580998781973,36.4024390243902,36.3359707851491,20.9473684210526,0,0,0
"77","LIVSEY ELEM",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,75,0,6,69,0,3,0,0,3,0,454,23,114,317,0,43,1,1,41,0,5,0,1,4,0,1,0,0,1,0,449,23,114,312,0,37,0,2,35,0,148,4,8,136,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,317,5,18,294,0,1,0,0,1,0,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,773,1320,"DeKalb",1,772,771,58.5606060606061,99.8706338939198,58.4848484848485,99.7412677878396,58.4090909090909,58.8082901554404,58.8845654993515,58.732212160414,34.3939393939394,41.0621761658031,41.1154345006485,41.0090556274256,24.0151515151515,0,0,0
"78","MIDVALE ELEM",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,104,1,11,92,0,2,0,0,2,0,526,43,111,372,0,104,6,12,86,0,2,0,0,2,0,1,0,0,1,0,517,43,110,364,0,64,0,5,59,0,221,3,12,205,1,2,0,0,2,0,1,0,0,1,0,2,0,0,2,0,506,10,40,455,1,1,0,0,1,0,2,0,0,2,0,2,0,0,2,0,4,0,1,3,0,4,0,0,4,0,1037,1867,"DeKalb",1,1033,1032,55.5436529191216,99.6142719382835,55.3294054633101,99.5178399228544,55.2758435993573,50.919651500484,50.968992248062,50.7232401157184,28.1735404392073,48.9835430784124,49.031007751938,48.794599807136,27.10230316015,0,0,0
"79","MIDVALE ROAD",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,72,0,6,66,0,0,0,0,0,0,770,42,127,600,1,74,1,2,71,0,2,0,2,0,0,1,0,0,1,0,763,42,125,595,1,60,0,3,57,0,190,3,10,177,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,402,4,24,374,0,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,3,0,1,2,0,1,0,0,1,0,1174,2561,"DeKalb",1,1173,1172,45.8414681764936,99.9148211243612,45.8024209293245,99.8296422487223,45.7633736821554,65.6436487638534,65.6996587030717,65.587734241908,30.0663803201874,34.2710997442455,34.3003412969283,34.2419080068143,15.696993361968,0,0,0
"80","MONTGOMERY ELEM",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,72,5,8,59,0,4,1,1,2,0,603,42,157,403,1,97,0,30,67,0,9,0,0,9,0,1,0,0,1,0,594,42,155,396,1,82,2,12,68,0,202,1,39,162,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,471,9,90,372,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,1075,2138,"DeKalb",1,1075,1074,50.2806361085126,100,50.2806361085126,99.9069767441861,50.2338634237605,56.093023255814,56.145251396648,56.093023255814,28.2039289055192,43.8139534883721,43.854748603352,43.8139534883721,22.0299345182413,0,0,0
"81","MT. VERNON EAST",2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,198,1,33,164,0,15,0,5,10,0,559,38,228,293,0,199,4,74,121,0,8,0,2,6,0,2,0,0,2,0,537,38,219,280,0,76,1,18,56,1,283,7,75,201,0,5,0,4,1,0,5,0,1,4,0,4,0,1,3,0,795,13,214,567,1,4,0,2,2,0,1,0,1,0,0,0,0,0,0,0,17,0,6,11,0,1,0,1,0,0,1357,2353,"DeKalb",1,1356,1354,57.6710582235444,99.9263080324245,57.6285592860178,99.7789240972734,57.5435614109647,41.2241887905605,41.2850812407681,41.1938098747237,23.7569060773481,58.6283185840708,58.7149187592319,58.5851142225497,33.7866553336167,0,0,0
"82","MT. VERNON WEST",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,12,61,0,4,0,3,1,0,592,43,282,265,2,140,5,52,83,0,10,0,5,5,0,1,0,0,1,0,583,42,278,261,2,50,0,5,45,0,231,4,52,175,0,2,0,0,2,0,5,0,1,4,0,6,0,2,4,0,521,9,132,380,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,4,3,0,0,0,0,0,0,1115,2017,"DeKalb",1,1114,1113,55.2801189885969,99.9103139013453,55.2305404065444,99.8206278026906,55.1809618244918,53.1418312387792,53.1895777178796,53.0941704035874,29.3505205751116,46.7684021543986,46.8104222821204,46.7264573991031,25.8304412493803,0,0,0
"83","NORTH PEACHTREE",4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,26,0,1,25,0,2,0,0,2,0,416,14,120,281,1,66,0,15,51,0,12,0,0,12,0,4,0,2,2,0,410,14,118,277,1,21,0,2,19,0,75,3,14,58,0,7,1,0,6,0,0,0,0,0,0,2,0,0,2,0,211,4,32,175,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,3,0,1,2,0,0,0,0,0,0,631,1586,"DeKalb",1,631,627,39.7856242118537,100,39.7856242118537,99.3660855784469,39.5334174022699,65.9270998415214,66.347687400319,65.9270998415214,26.2295081967213,33.4389857369255,33.652312599681,33.4389857369255,13.3039092055485,0,0,0
"84","OAKCLIFF ELEM",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,1,2,20,0,0,0,0,0,0,376,29,63,283,1,24,1,3,20,0,4,0,0,4,0,1,0,0,1,0,373,29,63,280,1,9,0,0,9,0,28,1,4,23,0,0,0,0,0,0,2,0,0,2,0,12,0,3,9,0,106,3,12,91,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,4,0,0,4,0,484,1603,"DeKalb",1,483,482,30.1933873986276,99.7933884297521,30.1310043668122,99.5867768595041,30.0686213349969,77.8467908902691,78.0082987551867,77.6859504132231,23.4560199625702,21.9461697722567,21.9917012448133,21.900826446281,6.6126013724267,0,0,0
"85","PEACHTREE MIDDLE",2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,57,1,17,39,0,2,0,0,2,0,730,43,289,398,0,105,2,36,66,1,6,1,2,3,0,2,0,1,1,0,715,42,284,389,0,44,1,12,31,0,118,2,20,96,0,2,0,2,0,0,3,0,1,2,0,3,0,0,3,0,341,7,91,242,1,6,0,2,4,0,3,0,0,3,0,2,0,1,1,0,4,1,2,1,0,0,0,0,0,0,1073,2966,"DeKalb",1,1073,1071,36.1766689143628,100,36.1766689143628,99.8136067101584,36.1092380310182,68.0335507921715,68.1605975723623,68.0335507921715,24.6122724207687,31.780055917987,31.8394024276377,31.780055917987,11.4969656102495,0,0,0
"86","PLEASANTDALE ROAD",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,23,0,1,22,0,0,0,0,0,0,682,31,141,508,2,30,4,1,25,0,4,0,0,4,0,1,0,0,1,0,672,29,139,502,2,13,0,3,10,0,83,5,13,63,2,1,0,0,1,0,0,0,0,0,0,8,0,0,8,0,164,9,18,135,2,7,1,2,4,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,847,3516,"DeKalb",1,847,846,24.0898748577929,100,24.0898748577929,99.8819362455726,24.061433447099,80.5194805194805,80.6146572104019,80.5194805194805,19.3970420932878,19.3624557260921,19.3853427895981,19.3624557260921,4.66439135381115,0,0,0
"87","SILVER LAKE",1,0,0,1,0,3,0,0,3,0,0,0,0,0,0,87,3,2,82,0,1,0,0,1,0,873,65,146,659,3,159,3,16,140,0,15,1,0,14,0,1,0,0,1,0,860,64,145,648,3,125,1,8,115,1,270,1,15,253,1,2,0,1,1,0,11,0,2,9,0,0,0,0,0,0,679,9,44,624,2,3,0,0,3,0,1,1,0,0,0,1,0,0,1,0,8,0,1,7,0,6,0,0,6,0,1553,4213,"DeKalb",1,1553,1552,36.862093520057,100,36.862093520057,99.935608499678,36.8383574649893,56.2137797810689,56.25,56.2137797810689,20.7215760740565,43.7218287186091,43.75,43.7218287186091,16.1167813909328,0,0,0
"88","SKYLAND",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,80,0,2,78,0,1,0,0,1,0,447,25,57,364,1,54,1,4,49,0,4,0,0,4,0,0,0,0,0,0,443,25,57,360,1,45,1,3,41,0,109,1,8,100,0,1,1,0,0,0,3,0,0,3,0,7,0,1,6,0,305,4,18,283,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,753,1660,"DeKalb",1,752,752,45.3614457831325,99.867197875166,45.3012048192771,99.867197875166,45.3012048192771,59.4414893617021,59.4414893617021,59.3625498007968,26.9277108433735,40.5585106382979,40.5585106382979,40.5046480743692,18.3734939759036,0,0,0
"89","TILLY MILL ROAD",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,1,11,77,0,6,0,0,6,0,376,31,142,203,0,98,1,17,80,0,12,0,4,8,0,1,0,0,1,0,367,31,138,198,0,57,2,8,47,0,158,4,20,134,0,6,0,0,6,0,3,0,1,2,0,3,0,0,3,0,433,8,62,363,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,6,0,2,4,0,1,0,1,0,0,811,1403,"DeKalb",1,810,809,57.8047042052744,99.8766954377312,57.7334283677833,99.7533908754624,57.6621525302922,46.4197530864198,46.4771322620519,46.3625154130703,26.79971489665,53.4567901234568,53.5228677379481,53.3908754623921,30.8624376336422,0,0,0
"90","TUCKER",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,116,3,7,106,0,1,0,0,1,0,827,71,169,586,1,111,5,10,96,0,12,0,2,10,0,0,0,0,0,0,800,69,167,564,0,87,1,3,83,0,249,3,14,232,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,581,12,37,532,0,4,1,0,3,0,1,0,0,1,0,22,1,2,18,1,0,0,0,0,0,2,0,0,2,0,1409,2720,"DeKalb",1,1408,1408,51.8014705882353,99.9290276792051,51.7647058823529,99.9290276792051,51.7647058823529,58.7357954545455,58.7357954545455,58.694109297374,30.4044117647059,41.2642045454545,41.2642045454545,41.2349183818311,21.3602941176471,0,0,0
"91","TUCKER LIBRARY",0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,77,1,9,67,0,2,0,1,1,0,661,30,167,462,2,72,3,9,59,1,3,0,1,2,0,1,0,0,1,0,647,27,166,453,1,31,1,4,26,0,139,2,9,128,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,332,7,33,291,1,4,0,1,3,0,4,2,0,2,0,5,0,0,4,1,1,1,0,0,0,0,0,0,0,0,997,2368,"DeKalb",1,994,993,42.1030405405405,99.6990972918756,41.9763513513514,99.5987963891675,41.9341216216216,66.4989939637827,66.5659617321249,66.2988966900702,27.9138513513514,33.4004024144869,33.4340382678751,33.2998996990973,14.0202702702703,0,0,0
"92","WARREN TECH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,4,1,0,3,0,327,17,48,262,0,37,1,1,35,0,5,0,0,5,0,0,0,0,0,0,321,15,47,259,0,8,0,1,7,0,73,0,9,64,0,2,0,0,2,0,0,0,0,0,0,2,0,1,1,0,158,2,12,144,0,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,485,1136,"DeKalb",1,485,485,42.693661971831,100,42.693661971831,100,42.693661971831,67.4226804123711,67.4226804123711,67.4226804123711,28.7852112676056,32.5773195876289,32.5773195876289,32.5773195876289,13.9084507042254,0,0,0
"93","WINTERS CHAPEL",2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,49,4,10,35,0,0,0,0,0,0,369,57,126,184,2,142,6,31,105,0,14,1,2,11,0,2,0,0,2,0,360,57,123,178,2,33,4,4,25,0,120,15,15,90,0,3,1,1,1,0,5,2,3,0,0,3,0,0,3,0,370,33,66,271,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,741,1283,"DeKalb",1,741,739,57.755261106781,100,57.755261106781,99.7300944669366,57.5993764614186,49.7975708502024,49.9323410013532,49.7975708502024,28.7607170693687,49.9325236167341,50.0676589986468,49.9325236167341,28.8386593920499,0,0,0
"94","AP01A",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,82,2,15,64,1,0,0,0,0,0,330,18,159,151,2,90,0,27,62,1,6,0,2,4,0,0,0,0,0,0,326,18,159,147,2,12,0,2,10,0,224,4,68,151,1,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,422,6,115,298,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,752,1805,"Fulton",1,752,752,41.6620498614958,100,41.6620498614958,100,41.6620498614958,43.8829787234043,43.8829787234043,43.8829787234043,18.2825484764543,56.1170212765957,56.1170212765957,56.1170212765957,23.3795013850416,0,0,0
"95","AP01B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,12,0,0,0,0,0,0,119,2,53,62,2,21,0,11,10,0,0,0,0,0,0,0,0,0,0,0,114,1,52,59,2,2,0,0,2,0,36,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,22,51,0,1,0,0,1,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,192,707,"Fulton",1,192,192,27.1570014144272,100,27.1570014144272,100,27.1570014144272,61.9791666666667,61.9791666666667,61.9791666666667,16.8316831683168,38.0208333333333,38.0208333333333,38.0208333333333,10.3253182461103,0,0,0
"96","AP01C",1,0,0,1,0,3,0,2,1,0,0,0,0,0,0,99,0,23,76,0,1,0,1,0,0,379,11,195,171,2,68,3,25,40,0,7,0,2,5,0,1,0,0,1,0,373,10,194,167,2,27,1,9,17,0,209,1,65,141,2,1,0,0,1,0,18,0,7,11,0,1,0,1,0,0,434,5,135,292,2,0,0,0,0,0,1,0,0,1,0,3,0,1,2,0,2,1,0,1,0,0,0,0,0,0,814,2074,"Fulton",1,814,813,39.2478302796528,100,39.2478302796528,99.8771498771499,39.1996142719383,46.5601965601966,46.6174661746617,46.5601965601966,18.2738669238187,53.3169533169533,53.3825338253383,53.3169533169533,20.9257473481196,0,0,0
"97","AP01D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,13,0,0,0,0,0,0,144,8,57,79,0,13,0,2,11,0,0,0,0,0,0,0,0,0,0,0,144,8,57,79,0,7,0,1,6,0,53,1,11,41,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,91,1,19,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,774,"Fulton",1,235,235,30.6201550387597,99.1561181434599,30.3617571059432,99.1561181434599,30.3617571059432,61.2765957446809,61.2765957446809,60.7594936708861,18.6046511627907,38.7234042553191,38.7234042553191,38.3966244725738,11.7571059431525,0,0,0
"98","AP021",1,0,0,1,0,12,1,2,9,0,0,0,0,0,0,161,0,17,144,0,2,0,0,2,0,525,16,234,273,2,109,1,36,72,0,11,0,3,8,0,1,0,0,1,0,513,16,230,265,2,35,0,5,30,0,238,0,56,181,1,1,0,0,1,0,9,0,0,9,0,3,0,0,3,0,585,2,120,462,1,7,0,2,5,0,2,0,1,1,0,2,0,1,1,0,1,0,0,1,0,4,0,1,3,0,1112,2652,"Fulton",1,1111,1110,41.9306184012066,99.910071942446,41.8929110105581,99.8201438848921,41.8552036199095,47.2547254725473,47.2972972972973,47.2122302158273,19.7963800904977,52.6552655265527,52.7027027027027,52.6079136690648,22.0588235294118,0,0,0
"99","AP022",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,61,0,14,47,0,0,0,0,0,0,425,15,164,243,3,73,0,22,51,0,4,0,2,2,0,0,0,0,0,0,417,15,163,236,3,34,1,1,31,1,135,0,32,103,0,1,0,0,1,0,6,0,0,6,0,2,0,0,2,0,317,1,72,243,1,5,0,0,5,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,742,1969,"Fulton",1,742,742,37.6841036058913,100,37.6841036058913,100,37.6841036058913,57.277628032345,57.277628032345,57.277628032345,21.5845606907059,42.722371967655,42.722371967655,42.722371967655,16.0995429151854,0,0,0
"100","AP02B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,53,10,14,29,0,7,1,3,3,0,1,0,0,1,0,0,0,0,0,0,53,10,14,29,0,5,0,1,4,0,26,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,368,"Fulton",1,98,98,26.6304347826087,100,26.6304347826087,100,26.6304347826087,54.0816326530612,54.0816326530612,54.0816326530612,14.4021739130435,45.9183673469388,45.9183673469388,45.9183673469388,12.2282608695652,0,0,0
"101","AP03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,6,0,0,0,0,0,0,123,5,19,99,0,9,0,1,8,0,1,0,0,1,0,0,0,0,0,0,120,5,19,96,0,4,0,0,4,0,12,0,0,11,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,41,1,5,34,1,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,669,"Fulton",1,164,164,24.5142002989537,100,24.5142002989537,100,24.5142002989537,75,75,75,18.3856502242152,25,25,25,6.12855007473842,0,0,0
"102","AP04A",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,88,1,32,55,0,5,0,3,2,0,291,14,176,101,0,118,1,45,72,0,5,0,2,3,0,0,0,0,0,0,286,13,172,101,0,24,0,7,17,0,214,4,70,140,0,3,0,2,1,0,9,0,3,6,0,4,0,3,0,1,472,6,168,297,1,3,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,764,1531,"Fulton",1,763,763,49.9020248203788,99.869109947644,49.8367080339647,99.869109947644,49.8367080339647,38.1389252948886,38.1389252948886,38.0890052356021,19.0071848465056,61.8610747051114,61.8610747051114,61.7801047120419,30.8295231874592,0,0,0
"103","AP04B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,20,0,1,0,0,1,0,70,2,43,25,0,15,0,3,12,0,5,0,0,5,0,0,0,0,0,0,68,2,41,25,0,8,0,1,7,0,44,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,20,77,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167,376,"Fulton",1,167,167,44.4148936170213,100,44.4148936170213,100,44.4148936170213,41.9161676646707,41.9161676646707,41.9161676646707,18.6170212765957,58.0838323353293,58.0838323353293,58.0838323353293,25.7978723404255,0,0,0
"104","AP05",0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,210,0,42,167,1,1,0,0,1,0,723,19,317,383,4,171,0,46,125,0,11,0,4,7,0,0,0,0,0,0,711,19,312,376,4,67,0,18,49,0,536,4,112,420,0,5,0,2,3,0,6,0,1,5,0,2,0,0,2,0,1011,4,226,780,1,3,0,1,2,0,6,0,3,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,1734,4073,"Fulton",1,1734,1734,42.5730419837957,100,42.5730419837957,100,42.5730419837957,41.6955017301038,41.6955017301038,41.6955017301038,17.7510434569114,58.3044982698962,58.3044982698962,58.3044982698962,24.8219985268844,0,0,0
"105","AP06",0,0,0,0,0,4,0,2,2,0,1,0,1,0,0,88,0,26,62,0,4,0,2,2,0,286,10,157,118,1,79,0,26,53,0,6,0,2,4,0,1,0,1,0,0,282,10,157,114,1,25,0,11,14,0,219,0,71,148,0,0,0,0,0,0,7,0,1,6,0,0,0,0,0,0,434,0,141,293,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,721,1720,"Fulton",1,721,720,41.9186046511628,100,41.9186046511628,99.8613037447989,41.8604651162791,39.6671289875173,39.7222222222222,39.6671289875173,16.6279069767442,60.1941747572816,60.2777777777778,60.1941747572816,25.2325581395349,0,0,0
"106","AP07A",1,0,0,1,0,2,0,0,2,0,1,0,0,1,0,122,2,25,95,0,2,0,0,2,0,586,16,212,357,1,138,0,29,109,0,6,0,3,3,0,2,0,0,2,0,576,14,209,352,1,18,0,0,18,0,267,0,45,221,1,2,0,0,2,0,6,0,0,6,0,0,0,0,0,0,567,2,104,460,1,4,0,1,3,0,5,2,1,2,0,1,0,1,0,0,0,0,0,0,0,4,0,2,2,0,1155,2979,"Fulton",1,1155,1153,38.7713997985901,100,38.7713997985901,99.8268398268398,38.7042631755623,50.7359307359307,50.8239375542064,50.7359307359307,19.6710305471635,49.0909090909091,49.1760624457936,49.0909090909091,19.0332326283988,0,0,0
